0.000625,0.024990
0.002498,0.049917
0.005614,0.074719
0.009967,0.099335
0.015544,0.123702
0.022332,0.147760
0.030314,0.171449
0.039470,0.194709
0.049776,0.217483
0.061209,0.239713
0.073738,0.261344
0.087332,0.282321
0.101958,0.302593
0.117579,0.322109
0.134156,0.340819
0.151647,0.358678
0.170008,0.375640
0.189195,0.391663
0.209158,0.406708
0.229849,0.420735
0.251214,0.433712
0.273202,0.445604
0.295756,0.456382
0.318821,0.466020
0.342339,0.474492
0.366251,0.481779
0.390497,0.487862
0.415016,0.492725
0.439749,0.496356
0.464631,0.498747
0.489603,0.499892
0.514600,0.499787
0.539560,0.498433
0.564422,0.495832
0.589123,0.491993
0.613601,0.486924
0.637795,0.480638
0.661645,0.473150
0.685090,0.464480
0.708073,0.454649
0.730536,0.443681
0.752423,0.431605
0.773679,0.418449
0.794251,0.404248
0.814087,0.389037
0.833138,0.372853
0.851357,0.355737
0.868697,0.337732
0.885116,0.318882
0.900572,0.299236
0.915027,0.278842
0.928444,0.257751
0.940791,0.236015
0.952036,0.213690
0.962151,0.190830
0.971111,0.167494
0.978894,0.143739
0.985479,0.119625
0.990851,0.095211
0.994996,0.070560
0.997904,0.045732
0.999568,0.020790
0.999982,-0.004204
0.999147,-0.029187
0.997065,-0.054098
0.993740,-0.078873
0.989181,-0.103451
0.983399,-0.127771
0.976409,-0.151771
0.968228,-0.175392
0.958877,-0.198574
0.948379,-0.221260
0.936760,-0.243393
0.924050,-0.264918
0.910280,-0.285781
0.895484,-0.305929
0.879700,-0.325313
0.862966,-0.343883
0.845326,-0.361594
0.826822,-0.378401
0.807501,-0.394263
0.787412,-0.409139
0.766604,-0.422992
0.745130,-0.435788
0.723044,-0.447495
0.700400,-0.458083
0.677255,-0.467526
0.653666,-0.475801
0.629694,-0.482887
0.605398,-0.488765
0.580838,-0.493422
0.556076,-0.496846
0.531174,-0.499027
0.506194,-0.499962
0.481199,-0.499646
0.456251,-0.498082
0.431411,-0.495273
0.406744,-0.491226
0.382309,-0.485952
0.358169,-0.479462
0.334383,-0.471774
0.311011,-0.462907
0.288112,-0.452883
0.265742,-0.441727
0.243957,-0.429467
0.222813,-0.416134
0.202361,-0.401760
0.182654,-0.386382
0.163739,-0.370039
0.145665,-0.352770
0.128477,-0.334620
0.112217,-0.315633
0.096927,-0.295858
0.082644,-0.275343
0.069404,-0.254140
0.057240,-0.232301
0.046183,-0.209882
0.036261,-0.186938
0.027497,-0.163527
0.019915,-0.139708
0.013532,-0.115539
0.008366,-0.091081
0.004428,-0.066396
0.001729,-0.041545
0.000275,-0.016590
-0.000071,-0.008407
-0.001116,-0.033382
-0.003408,-0.058275
-0.006941,-0.083021
-0.011706,-0.107560
-0.017692,-0.131830
-0.024884,-0.155771
-0.033263,-0.179322
-0.042808,-0.202425
-0.053497,-0.225022
-0.065301,-0.247057
-0.078192,-0.268474
-0.092137,-0.289220
-0.107102,-0.309243
-0.123049,-0.328493
-0.139938,-0.346922
-0.157727,-0.364485
-0.176371,-0.381136
-0.195824,-0.396834
-0.216038,-0.411540
-0.236961,-0.425218
-0.258542,-0.437833
-0.280726,-0.449354
-0.303459,-0.459752
-0.326682,-0.469000
-0.350339,-0.477076
-0.374370,-0.483960
-0.398715,-0.489634
-0.423313,-0.494084
-0.448103,-0.497299
-0.473022,-0.499272
-0.498009,-0.499996
-0.523001,-0.499471
-0.547935,-0.497697
-0.572750,-0.494679
-0.597383,-0.490425
-0.621772,-0.484945
-0.645857,-0.478253
-0.669577,-0.470365
-0.692874,-0.461302
-0.715688,-0.451086
-0.737964,-0.439742
-0.759644,-0.427299
-0.780676,-0.413789
-0.801006,-0.399244
-0.820584,-0.383701
-0.839360,-0.367199
-0.857288,-0.349779
-0.874323,-0.331485
-0.890423,-0.312362
-0.905547,-0.292459
-0.919657,-0.271824
-0.932718,-0.250510
-0.944697,-0.228570
-0.955565,-0.206059
-0.965294,-0.183033
-0.973861,-0.159549
-0.981243,-0.135667
-0.987422,-0.111445
-0.992383,-0.086945
-0.996113,-0.062227
-0.998603,-0.037354
-0.999847,-0.012388
-0.999841,0.012610
-0.998586,0.037576
-0.996085,0.062448
-0.992344,0.087163
-0.987372,0.111661
-0.981182,0.135880
-0.973790,0.159760
-0.965213,0.183240
-0.955474,0.206262
-0.944596,0.228768
-0.932606,0.250703
-0.919536,0.272011
-0.905417,0.292639
-0.890284,0.312535
-0.874176,0.331651
-0.857133,0.349937
-0.839197,0.367349
-0.820413,0.383843
-0.800829,0.399377
-0.780492,0.413913
-0.759455,0.427415
-0.737768,0.439848
-0.715488,0.451182
-0.692669,0.461388
-0.669369,0.470441
-0.645645,0.478318
-0.621557,0.484999
-0.597165,0.490468
-0.572530,0.494711
-0.547714,0.497718
-0.522779,0.499481
-0.497787,0.499995
-0.472801,0.499260
-0.447882,0.497276
-0.423094,0.494050
-0.398498,0.489589
-0.374155,0.483904
-0.350127,0.477010
-0.326474,0.468923
-0.303255,0.459664
-0.280527,0.449257
-0.258348,0.437726
-0.236772,0.425101
-0.215855,0.411414
-0.195648,0.396699
-0.176202,0.380992
-0.157565,0.364332
-0.139784,0.346763
-0.122903,0.328326
-0.106965,0.309069
-0.092009,0.289039
-0.078073,0.268286
-0.065192,0.246864
-0.053397,0.224824
-0.042719,0.202222
-0.033183,0.179115
-0.024815,0.155560
-0.017634,0.131616
-0.011658,0.107343
-0.006904,0.082802
-0.003382,0.058054
-0.001101,0.033161
-0.000067,0.008185
-0.000283,-0.016812
-0.001747,-0.041766
-0.004458,-0.066616
-0.008406,-0.091300
-0.013584,-0.115755
-0.019977,-0.139921
-0.027570,-0.163737
-0.036344,-0.187144
-0.046277,-0.210084
-0.057343,-0.232498
-0.069517,-0.254331
-0.082766,-0.275528
-0.097058,-0.296037
-0.112357,-0.315805
-0.128625,-0.334785
-0.145822,-0.352927
-0.163903,-0.370188
-0.182825,-0.386523
-0.202540,-0.401892
-0.222998,-0.416257
-0.244148,-0.429581
